Review,Cơ sở vật chất#Chất lượng,Cơ sở vật chất#Khác,Cơ sở vật chất#Không gian,Cơ sở vật chất#Vệ sinh,Nhân viên y tế#Chất lượng,Nhân viên y tế#Khác,Nhân viên y tế#Thái độ,Trải nghiệm chung#Chất lượng,Trải nghiệm chung#Giá,Trải nghiệm chung#Khác,Trải nghiệm chung#Không gian,Trải nghiệm chung#Thái độ,Trải nghiệm chung#Vệ sinh
"bệnh viện tiếp nhận bệnh nhân nhiệt tình, chu đáo,  phí hơi mắc nhưng dịch vụ mang lại rất ưng ý. Sẽ ghé lại khi có dịp",0,0,0,0,0,0,0,0,3,0,0,1,0
"Đang trong quá trình xây dựng mới. Rất hoàng tráng, hiện đại.",0,0,0,0,0,0,0,1,0,0,0,0,0
"Trải nghiệm 1 tháng tại bệnh viện. Lượng bệnh nhân ra vào hàng ngày rất đông. Nhưng tổ chức rất tốt nhanh chóng. Đặc biệt đội ngũ y Bác Sĩ rất giỏi chuẩn đoán chính xác, dự đoán tình trạng bệnh rất chuẩn. Rất tin tưởng bệnh viện. Bác sĩ tư vấn và trả lời nhiệt tình cho người nhà.",0,0,0,0,1,0,1,1,0,1,0,0,0
Luôn đông đúc,0,0,0,0,0,0,0,0,0,2,0,0,0
"Đội ngũ Bác sỹ quân y tay nghề cao và thân thiện với bệnh nhân, chăm sóc nhiệt tình và chu đáo.",0,0,0,0,1,0,1,0,0,0,0,1,0
noi1chung là chất lượng cũng tương đối tốt nên cho 4 sao,0,0,0,0,0,0,0,3,0,0,0,0,0
"Bệnh viện thất đức quá đã đánh bả chết 100 con MÈO , ai ra quyết định này phải chịu trách nhiệm trước toàn án lương tâm😡PHẪN NỘ PHẪN NỘ VÀ RẤT PHẪN NỘ",0,0,0,0,0,0,0,0,0,2,0,0,0
Phòng khám tuyệt vời chăm sóc kĩ lưỡng,1,0,0,0,0,0,0,1,0,0,0,0,0
"Bệnh viện sạch sẽ khang trang, đầu nghành quân đội, trang thiết bị hiện đại",1,0,1,1,0,0,0,0,0,0,0,0,0
"Bảo vệ cục súc , lớn tiếng , làm khó bệnh nhân xếp hàng , mình đi 3 người nhưng chỉ ngồi 2 ghế do chân đau không ngồi được nhưng bị đuổi ra vì xếp hàng mà không có ngồi ghế , quá vô lý , trong khi mình đi từ 2 giờ sáng , các cô chú ở đó đều thấy hết nhưng nói bảo vệ nhất quyết đuổi ra , ( Bảo Vệ Tên Hoàng ) , mong bệnh viện chấn chỉnh lại cách làm việc của bảo vệ bệnh viện",0,0,0,0,0,0,2,1,0,0,0,0,0
"Sạch sẽ ổn áp, nếu đóng bảo hiểm liên kết với bệnh viện này thì đi cho nó sạch phòng ốc ok, còn ko đóng bảo hiểm thì nó là 1 sự lựa chọn không mấy ổn, vì giá cao chém nhiều thứ tiền lắm",0,0,0,1,0,0,0,0,0,0,0,0,0
"Mình mong bệnh viện cải tạo lại cơ sở vật chất toàn diện, bệnh viện cũ, đông, chật chội, cơ sở vật chất trung bình",3,0,2,0,0,0,0,0,0,0,0,0,0
Phục vụ test covid tốt,0,0,0,0,0,0,0,1,0,0,0,0,0
Bệnh viện Nhi hàng đầu ở HCM và các tỉnh phía nam. Đông đúc và bận rộn. Qui trình xử lý và khám bệnh nhịp nhàng và hiệu quả!,0,2,2,0,0,0,0,1,0,1,0,0,0
"Nhân viên BS ở đây khám vô cùng ẩu tả. sức khoẻ con người mà làm việc ẩu kinh khủng.
Người nhà mình đi khám không biết bao nhiêu bệnh viện kết quả đều bị hở van tim. Mà bs bên đây SA, đo điện tim các thứ bảo là bth.",0,0,0,0,2,0,0,2,0,2,0,0,0
"Bệnh viện tuyến đầu nhưng khuôn viên rất rộng rãi, tập trung nhiều bác sĩ chuyên khoa tay nghề cao.",0,0,1,0,1,0,0,0,0,0,0,0,0
Bệnh viện tệ nhất tôi từng biết. Mọi ng đừng nên tới đây,2,0,0,0,0,0,0,0,0,0,0,0,0
"sai lầm khi đi khám chuyên khoa nam học ở bệnh viện này, ko có đc kiểm tra gì cả, hỏi mấy câu trả lời mấy câu xong kê đơn cho thuốc về uống. chắc tính cho mình uống nhiều thuốc để bị bệnh gan rồi chữa lấy tiền ah :(((",0,0,0,0,0,0,0,0,0,2,0,0,0
"phòng khám tốt, bộ phận cskh nhiệt tình hướng dẫn khách hàng",1,0,0,0,0,0,0,0,0,0,0,1,0
"Một bệnh viện chất lượng tốt và quy tụ những bác sĩ uy tín dành riêng cho trẻ em, các bậc phụ huynh sẽ yên tâm về chất lượng dịch vụ khám bệnh cho con em mình",1,0,0,0,1,0,0,0,0,0,0,0,0
"Cảm ơn bác sĩ thảo,Khải ,Huy",0,0,0,0,0,1,0,0,0,0,0,0,0
Chờ khám bệnh quá lâu,0,0,0,0,0,0,0,0,0,2,0,0,0
thấy chất lượng ở đây trên mức trung bình so với những chổ khác,0,0,0,0,0,0,0,1,0,0,0,0,0
Lúc nào cũng thấy đông,0,0,2,0,0,0,0,0,0,0,0,0,0
"Thái độ của bs phải nói là ko ra gì, csvc thì phèn nhưng cực kỳ gắt gỏng khám qua loa chỉ để cho xong ngồi chờ thì cả ngày mà cuối cùng chữa ko hết bệnh thề ko bao giờ quay lại đây",2,0,0,0,0,0,2,0,0,0,0,0,0
"Y,bs nhiệt tình - giá khám chữa bệnh tạm ổn - rộng rãi - thoáng",0,0,0,0,0,0,1,0,1,0,1,0,0
"BS điều trị và điêu dưỡng rát tốt nhưng bảo vệ vả bộ phận hành chánh rất kém, hống hách và lếu láo, làm việc rất chậm, viết 1 giấy chuyển viện mất hơn 2 giờ trong khi Bs khám bịnh khi tái khám ko đến 10ph; điều tệ nhất là Bv  ko có sổ khám bịnh cho binh nhân nên khi BS lười ko lên mạng đọc hồ sơ thì tôi từ xuất huyết bao tử dược chuyển thành viêm ruột kích thích, nếu tôi ko đọc kỷ và phản hồi lại thì ko biết chuyện gì sẽ tiếp tục xãy ra. Quá vãi...",0,0,0,0,1,0,0,2,0,0,0,2,0
"Nhân viên thì khá nhiệt tình,bệnh viện sạch sẽ nhưng đợi chờ khám chữa bệnh thì mệt mỏi quá. Bà tôi 85 tuổi cấp cứu mà đẩy băng ca chụp m-ray mà chả thấy được ưu tiên gì cả.",0,0,0,1,0,0,1,0,0,0,0,0,0
"Nhân viên chăm sóc khách hàng thái độ không tốt.
Bệnh viện chỉ thanh toán tiền mặt.
Phòng khám 2 người vào cùng một lúc không có sự riêng tư mặc dù VIP.",0,2,0,0,0,0,2,0,0,0,0,0,0
"Bác sĩ trình độ chuyên môn cao , phục vụ tận tâm và đầy tình thương.",0,0,0,0,1,0,1,0,0,0,0,0,0
"Ở đây đo thị lực rất yên tâm, kỹ thuật viên làm rất kỹ. Chỉ có đều gọng kính không đẹp lắm.",0,0,0,0,1,0,0,0,0,1,0,0,0
"Bệnh viện lúc nào cũng đông, bãi xe ôtô còn hạn chế",0,2,2,0,0,0,0,0,0,0,0,0,0
Các nhân viên và Bác sĩ rất chuyên nghiệp và tài giỏi,0,0,0,0,1,0,0,0,0,0,0,0,0
"Quá tệ. Bs tư vấn thì thái độ khó chịu, bs điều trị thì không giải thích gì về kq xét nghiệm và bệnh tình bệnh nhân, bệnh nhân hỏi thì trả lời cực kỳ kiệm lời. Chấm 5* cho bs nội soi dạ dày. Nhưng xét tổng thể thì chỉ chấm 1* cho bv hạng 1 như vậy.",0,0,0,0,2,0,2,0,0,0,0,0,0
"Bệnh viện dễ tìm , bác sĩ nhiệt tình.",0,1,0,0,0,0,1,0,0,0,0,0,0
"hiện đại, đội ngũ y bác sĩ chuyên nghiệp, có chuyên môn tốt",0,0,0,0,1,0,0,0,0,0,0,0,0
"Đông kinh khủng, khuyên thật mọi người nếu có bệnh phổ biến nên sang bv khác để khám/điều trị, chứ đông thế nào bs có giỏi hay không thì làm nhanh áp lực như thế này chưa chắc tốt hơn những chỗ khác, đi 7h sáng mà bv đã hết chỗ gửi xe, vào bên trong đông kinh dị.",0,0,2,0,0,0,0,0,0,0,0,0,0
Bệnh viện hiện đại.,0,0,0,0,0,0,0,0,0,0,0,1,0
"Sạch sẽ, an toàn. Chất lượng",0,0,0,0,0,0,0,1,0,1,0,0,1
Bệnh viện hơi đông nên có thể nhiều lúc chưa thể phục vụ hoàn hảo được nhưng riêng về phần bác sĩ thì không thể chê. Tay nghề cao và thái độ cực kì dễ chịu dù số lượng bệnh nhân lớn. Tóm lại nếu bệnh viện này trả về thì tập đắp chiếu dần cho quen mùi đất chứ không ai cứu được nữa đâu.,2,0,3,0,1,0,1,0,0,0,0,0,0
Bệnh viện lm ăn như qq:),0,0,0,0,0,0,0,2,0,0,0,0,0
"Thái độ phục vụ từ điều dưỡng cho tới mấy bà ngồi thu tiền, cái mặt như âm binh, nói thì nạt nộ, tiền khám dịch vụ bỏ ra nhiêu đó, thà đi qua bv Hoàn Mỹ tốt hơn nhiều",0,0,0,0,0,0,0,0,2,2,0,2,0
Sạch sẽ và việc điều trị rất hiệu quả. Bệnh viện khá đông và quá tải!,0,2,0,1,0,0,0,0,0,1,0,0,0
Tư vấn rất kỹ,0,0,0,0,0,0,0,1,0,0,0,0,0
Bệnh viện dịch vụ rất tốt.,0,0,0,0,0,0,0,1,0,0,0,0,0
10.05.2021 Bệnh nhân khá đông ko có phòng cho người bệnh phải nằm phòng chờ điều trị. Chi phí bệnh viện khá cao phí phòng 4 giường đến 1tr4 ngày. Đội ngũ y tế thì thân thiện nhiệt tình. Khuôn viên sạch sẽ thoáng mát,0,0,1,1,0,0,1,0,3,0,0,0,0
"Kham chữa bịnh nhanh chóng, bác sĩ tư vấn tận tình",0,0,0,0,0,0,1,0,0,0,0,0,0
"Nay đi khám sức khoẻ ở bệnh viện mà gặp bác sĩ phòng 17 và cô y tá đã đuổi mình không chấp nhận khám vì mình bị suy dinh dưỡng. Vì mình cần khám sức khoẻ để xin việc. Em rất bức xúc vì tại sao chỉ vì suy dinh dưỡng mà không chấp nhận khám rồi đuổi em về mà không một lời giải thích và trong suốt quá trình nói chuyện cả bác sĩ và y tá đều phớt lờ và không tôn trọng em. Em cần một lời giải thích và lời xin lỗi từ phía bác sĩ. Em không hề làm điều gì gây rối trật tự và làm điều gì sau để bị đối xử như vậy. Nếu từ phía bệnh viện không cho em một lời giải thích rõ ràng, em buộc lòng sẽ đưa việc này lên mạng xã hội.",0,0,0,0,0,0,2,0,0,0,0,2,0
"rất tận tình, cảm ơn các y bác sỹ.",0,0,0,0,0,0,1,0,0,0,0,0,0
Bệnh viện chuyên về nội tạng: đặc biệt test HP rất nhanh bằng pp thổi bong bóng. chất lượng khám chữa bệnh ok,0,0,0,0,0,0,0,1,0,0,0,0,0
Nơi chữa mắt hàng đầu đất nước,0,0,0,0,0,0,0,1,0,0,0,0,0
"Đi khám mà như đi vào bệnh viện gia đình, y tá và thu nhân nói chuyện như bố mẹ mình vậy.
Chuyên môn cao nhưng thái độ kém",0,0,0,0,1,0,2,0,0,0,0,0,0
"Mình đi khám cho bé ở khu khám theo yêu cầu, nhưng dịch vụ tiếp nhận bệnh nhân có ms Duyên thái độ tiếp nhận bệnh với mình cực kỳ khó chịu. Nói chuyện thì cộc lốc, thái độ thì khinh khỉnh! Không hài lòng về việc này!!!
bsi khám thì thái độ oke.",0,0,0,0,0,0,2,0,0,0,0,0,0
tạm ổn,0,0,0,0,0,0,0,0,0,1,0,0,0
"Các bác sĩ , điều dưỡng và các nhân viên ở bệnh viện này rất tốt và tận tình, ân cần chăm sóc bệnh nhân. Đặc biệt, tôi cảm ơn Bác Sỹ Đỗ Thị Thái đã chăm sóc và tư vấn điều trị tận tình cho sức khỏe con Tôi. Nơi ở rất sạch sẽ.",0,0,0,0,0,0,1,0,0,0,0,0,0
"Trang thiết bị y tế hiên đại, đội ngũ y bác sỹ chuyên nghiệp, môi trường sạch sẽ. Tuy nhiên lượng bệnh nhân hơi đông .",1,0,0,0,1,0,0,0,0,0,0,0,1
"Bệnh viện người đông nhưng chỉ có 4 phòng khám tư vấn, chạy khu A sang khu B tùm lum, nói chung ko được logic lắm nhưng đc cái nhân viên nhiều, nhân viên nhiều vậy ko biết chi phí sao ta, hãy để máy móc hỗ trợ nếu đc, nhưng chủ yếu người già cũng nhiều nên máy móc ko biết xài cũng chịu haiiixx lắm thứ",0,0,2,0,1,2,0,0,0,0,0,0,0
"Nhân viên bảo vệ cổng nói chuyện như 1 tay giang hồ, chợ búa",0,0,0,0,0,0,2,0,0,0,0,0,0
"NGƯỜI NHÀ VÀO CẤP CỨU, ĐAU ĐI KHÔNG NỔI, CHO ĐỢI HƠN NỬA TIẾNG. MẶC DÙ KHÔNG ĐÔNG, bác sĩ ĐI LÃNG VÃNG HỎI ĐAU GÌ RỒI LƠ LƠ, KHAI TRIỆU CHỨNG THÌ ĐỨNG NGHE KHÔNG CÓ SỰ QUAN TÂM, THẮC MẮC HỎI THÌ CỌC CẰN KÊU NẰM ĐÓ ĐỪNG HỎI, XONG ĐÓNG DẤU CÁI ĐÙNG NHƯ GIẰN MẶT.
BỆNH VIỆN HAY CHỢ?
NÊN HỌC THÁI ĐỘ TRƯỚC KHI HỌC KIẾN THỨC!",0,0,0,0,0,0,2,0,0,0,0,0,0
"Cơ sở khang trang, sạch sẽ, thoáng mát.",0,1,1,1,0,0,0,0,0,0,0,0,0
"Chán nản việc khám mắt ở đây. Nhất là khu khám và điều trị trong ngày, bác sĩ khám không có trách nhiệm, giống như khám chỉ cho qua thời gian, tới tháng lãnh lương. Nói vậy thì tội cho những bác sĩ làm có tâm. Ngoài số ít bác sĩ tốt ra thì đa số làm việc không có trách nhiệm",0,0,0,0,0,0,2,0,0,2,0,0,0
"Thủ tục nhanh, hỗ trợ cho bệnh nhân tốt.",0,0,0,0,0,0,0,0,0,1,0,1,0
rất đông...mọi thứ không được hài lòng...nhqf xe rất nhỏ,0,0,0,0,0,0,0,0,0,0,0,2,0
"Nhà thuốc không bán thuốc theo yêu cầu, muốn mua 1 chai thuốc đỏ hay gì cũng không có được",0,0,0,0,0,0,0,0,0,2,0,0,0
Khám ngoài giờ rất nhanh. Trải nghiêm tốt khi đội ngũ y bác sĩ nhiệt tình,0,0,0,0,0,0,1,1,0,0,0,0,0
Bệnh viện có chuyên môn cao.,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ban đầu hơi hoang mang tí, nhưng nên đặt khám online bằng app UMC trước sẽ rất nhanh. Nhân viên phòng khám chu đáo, nhẹ nhàng, bác sĩ thì rất ân cần. Đặc biệt đánh giá cao đội ngũ phòng Tiêm Ngừa.
Đội ngũ an ninh bảo vệ tốt.
Có 1 xíu vấn đề là đợi hơi lâu, nhưng nhìn chug xứng đáng như khám dịch vụ, ngoài khâu lấy số và thu tiền còn hơi rườm rà.",0,0,0,0,0,0,1,1,0,2,0,0,0
Chắc là bệnh viện lớn nên lượng bệnh nhân tập trung khám ở đây rất đông. Mình xếp hàng từ 4h30 sáng mà đến mãi 6h20 mới xong được thủ tục đăng kí khám. Nếu khám bảo hiểm hay chuyển tuyến thì thủ tục và chi phí khám chữa bệnh mình thấy nếu là người bệnh thì sẽ không rành và không ai hướng dẫn là bảo  hiểm tính thế  nào nên ai đi thì chuẩn bị tiền nhiều chút vì khá nhiều khoản phải đóng. Ai lần đầu đến chưa rành các thủ tục thì cứ hỏi bảo vệ hoặc nhân viên trước nhé tránh mất thời gian lòng vòng mệt lắm,0,0,2,0,0,2,0,0,3,2,0,0,0
"dịch vụ tốt, ko cần cho đợi",0,0,0,0,0,0,0,1,0,1,0,0,0
"Chất lượng dịch vụ quá kém, nhân viên hống hách từ lễ tân cho đến y tá. Sẽ không qua lại lần nào nữa. Phí tiền không được gì hết. Nhân viên bác sĩ hỏi gì cũng không biết. Ngày 7/6/2022 vợ tôi mang bầu bị té đập đầu xuống nền nhà. Mới đầu vô bệnh viện mêkong nhưng bên đó chỉ chuyên sản phụ không kiểm tra về đầu này kia được nên viết giấy giới thiệu cho vợ tôi qua gia định. Khi vừa tới gia định lễ tân đã hống hách lớn tiếng với bệnh nhân cũng như người nhà. Khi mô khám thì cầm tờ giá khám từng khoa chạy đi khăp nơi hỏi bác sĩ cũng như y tá k ai biết gì hết toàn làm ngơ không muốn trả lời. Đến khi tìm được đến chổ cần khám thì y tá cũng như bác sĩ hỏi không ai thèm trả lời, bỏ mặc bệnh nhân mặc dù vợ tôi người đang rất mệt và yếu, bắt đứng chờ mãi k ai ra giải quyết. Tôi thực sự rất bức xúc, mặc dù trên đầu có dán 3 dòng chữ. Bệnh nhân tới chào đón niềm nỡ, Chăm sóc bệnh nhân chu đáo tận tình, Bệnh nhân về dặn dò kĩ lưỡng. Mong bệnh viện gia định xem được những sự bức xúc này của tôi cũng như các bệnh nhân khác mà chấn chỉnh lại thái độ nhân viên. Người ta hay nói lương y như tử mẫu, nhưng tôi thấy tại bệnh viện Gia Định không hề có.",0,0,0,0,0,0,2,2,0,0,0,0,0
Làm thủ tục xét nghiệm 3 4 tiếng đồng hồ. Nhập viện quá tải bệnh nhân toàn nằm ngoài hành lang. Còn nhiều cái bức xúc không chịu được...,0,0,0,0,0,0,0,0,0,2,0,0,0
Mọi người giữ sức khỏe. Đừng đến nơi này. Mệt mỏi lắm...,0,0,0,0,0,0,0,0,0,2,0,0,0
"Đặt lấy số trên app nên rất tiện chỉ theo giờ hẹn tới lên phòng chờ khám, bệnh mình đi nhiều bv rồi hy vọng lần này sẽ khỏi khi điều trị tại đây",0,0,0,0,0,0,0,1,0,0,0,0,0
"Phòng khám hiện đại, khám nhanh, các phòng bố trí hợp lí, bác sĩ OK lắm nha",1,0,0,0,1,0,0,1,0,0,0,0,0
"Chất lượng khám bệnh nhanh, khâu giữ xe thấy mệt.",0,0,0,0,0,0,0,0,0,2,0,0,0
"DO DỊCH COVID nên BV chỉ khám tới 16g từ thứ 2 đến thứ 6, tới 15g t7,cn

GIỜ NGHỈ TRƯA từ 11g tới 12g, ai chưa tới số mà tới 11g thì phải đợi qua 12g như mình

Khám thường 80k, khám VIP 300k , BV hiện tạm đóng dịch vụ khám ngoài giờ

BV uy tín và chữa dứt được các bệnh mề đay, ngứa , ai dị ứng cơ địa thì phải theo sát mới kiểm soát được bệnh chứ k chữa dứt điểm được",0,1,0,0,0,0,0,0,0,0,0,0,0
"Rất không hài lòng vì nhân viên hỗ trợ chuyên môn tại bệnh viện. Gọi lên nhờ hỗ trợ hủy lịch khám vì chân mẹ tôi mổ hở không dính nước mưa được, và tôi cũng không đặt được xe trên tất cả các app, Vinasun.
Nhân viên hỗ trợ trả lời lạnh tanh, hết mưa đi, trời mưa không phải lý do không đi khám, muốn hoàn tiền thì đến bệnh viện trước 11h30. Rồi chưa chờ tôi nói tiếp kêu cám ơn xong cúp máy? Vấn đề ko phải tôi lấy lại tiền được không mà thôi rất bức xúc thái độ của nhân viên nghe máy, thiếu chuyên nghiệp và không thân thiện",0,0,0,0,2,0,2,0,0,0,0,0,0
"Văn hoá bệnh viện bình dân HCm - điện biên phủ quận 3
Cơ sở vật chất của bệnh viện không đến nổi tệ, nhưng cách phục vụ của nhân viên thì rất là bất lịch sự, thiếu tôn trọng đối với bệnh nhân và cả người nhà bệnh nhân (LỚN TIẾNG, QUÁT NẠT, THÁI ĐỘ HẰN HỌC). Cách làm việc và hẹn thời gian khám không ra gì..🙂🙂
Các y bác sỹ và các nhân viên y tá và toàn thể nhân viên ở bệnh viện vô cùng thiếu lịch sự.🙃🙃
NOTE: phiếu hẹn 7g nhưng đến 10:19 phút vẫn chưa được khám , với lý do ƯU TIÊN NHIỀU NGƯỜI (òhhh wowww). Tôi không hiểu văn hoá bệnh viện ở đây là gì.
Chỉ đến 1 lần và cũng là lần cuối cùng..Vô cùng Bức xúc",0,0,0,0,2,0,2,0,0,0,0,0,0
Bệnh viện j đi một lần kg muốn đi lần hai . đi khám lên cho ngồi chờ đã đời mình đi trước ngồi đợi tới nỗi người đi sau mà cũng vô trước bệnh viện làm việc kg có thứ tự trước sau j hít.,0,0,0,0,0,0,0,0,0,2,0,0,0
Xuống cấp lắm rồi.,0,0,0,0,0,0,0,2,0,0,0,0,0
"phục vụ ok, bác sĩ khám hỏi thăm ổn. nhân viên chăm sóc hỏi thăm kỹ. khâu lấy thuốc hơi  chậm. đường xuống bãi xe hơi dốc",0,0,0,0,1,0,0,1,0,2,0,0,0
Dịch vụ tốt,0,0,0,0,0,0,0,1,0,0,0,0,0
"Từ nhân viên cho đến y tá bác sĩ ai cũng có thái độ khó chịu, lúc nào cũng cau có với bệnh nhân tới khám. Làm việc thất trách",0,0,0,0,0,0,2,0,0,0,0,0,0
"Bv tệ nhất từng khám. Vô nhìn có vẻ chuyên nghiệp nhưng bs với nv toàn nghiệp dư, thực tập. Mình và rất nhiều ng khác mổ 1 lần sẽ ko bao giờ muốn quay lại. Các bạn có ý định mổ thì đừng nên đến đây không sẽ hối hận cả đời. Thân",2,0,0,0,0,0,0,0,0,0,0,0,0
"Thái độ nhân viên phục vụ tốt, khiếm tốn , thân thiện , bệnh viện tốt , rất hài lòng, có thể đi xe buýt",0,1,0,0,0,1,1,0,0,0,0,0,0
"Bệnh viện sạch sẽ, quy trình khám rõ ràng. Cơ sở vật chất rất OK.",0,0,0,1,0,0,0,1,0,0,0,0,0
"Chất lượng bãi xe còn quá kém, khách hàng nhờ nhân viên dắt xe ra giúp vì xe để phía trong mà nhân viên còn chửi khách hàng thách thức đòi đánh khách hàng hàng luôn. Nên sa thải những thành phần nhân viên như vậy để chất lượng được tốt hơn.",2,0,0,0,0,0,2,0,0,0,0,0,0
Hộ lý dễ thương nhiệt tình.,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bác sĩ nạt nộ bệnh nhân như con, dù đáng tuổi cha chú...Phòng khám 111",0,0,0,0,0,0,2,0,0,0,0,0,0
Bác sĩ trình độ cao. Tuy nhiên điều trị ít được xét nghiệm,0,0,0,0,1,0,0,0,0,2,0,0,0
Một trong những bệnh viện tốt nhất ở TP. HCM,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ths bs Trần Đăng Khoa, phòng khám Dị Ứng - Miễn Dịch Lâm Sàn khám ẩu, thiếu kinh nghiệm khám lâm sàn.
Khám bệnh kê đơn thuốc uống ko giảm, khi tái khám đề nghị đổi thuốc đã kê trước đó.",0,0,0,0,2,0,0,0,0,2,0,0,0
"Bệnh viện rộng, mát, các bác sĩ, y tá và điều dưỡng đều xem các bệnh nhân như con cháu của mình!",0,0,1,0,0,0,1,0,0,0,0,0,0
"Đến đây khám một lần là nghiện luôn mọi người ạ. Bệnh viện rộng rãi, thoáng mát, sạch sẽ, mới đẹp hơn khách sạn 5 sao luôn. Đội ngũ y Bác Sĩ khám và tư vấn nhiệt tình tận tâm. Chuẩn đoán và điều trị chính xác. Bệnh viện hàng đầu. Muốn đăng kí bảo hiểm ở đây nhưng ko còn tiếp nhận nữa.",1,0,1,1,0,0,1,0,0,0,0,0,0
Nhanh và chủ đáo,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bác sĩ phòng 45 lầu 1 khoa chỉnh hình xứng đáng 1 sao, hỏi bệnh chưa được 5 phút, nc kiểu rất ghét, phí thời gian thật sự…",0,0,0,0,2,0,2,0,0,0,0,0,0
"Bệnh viện lớn, tuy rất đông bệnh nhân nhưng chất lượng khá ổn so với các bệnh viện công khác. Ngoài ra, bệnh viện cũng cung cấp dịch vụ đặt hẹn trực tuyến qua app, thanh toán chuyển khoản... khá tiện lợi và tiết kiệm thời gian.",1,0,1,0,0,0,0,0,0,1,0,0,0
Bs rất có tâm,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bệnh viện mới được xây dựng khang trang , sạch đẹp. Mô hình quản lý mới trong việc triển khai khám chữa bệnh như lấy số thứ tự, hay mua thuốc bằng công nghệ quét mã code.... Rất hay và rất hiện đại",1,0,1,1,0,0,0,0,0,0,0,0,0
"20.06.2022
Bãi xe cũng rộng
Sạch sẽ, thông thoáng
Trên bảng kính để thu tièn 38.700 nhưng biên lai lại để 39.000
Vậy 300đ kia đi đâu về đâu.
Qua quầy thuốc thì đợi chờ lâu lắc, ủa ủa tôi mua bằng tiền mà, chứ tôi có đi xin đâu mà bắt đợi chờ dữ vậy. Mấy người trong đó buồn ngủ hay không thuộc thuốc nên phải mò tìm thuốc hay sao
Đây là lần thứ 2 đợi chóng mặt tại quầy thuốc.
Mình ra quầy đã thấy stt 32 nhưng đơi 30 phút mới tới số 46 của mình.",0,0,1,1,0,0,0,0,0,2,0,0,0
Rất tốt,0,0,0,0,0,0,0,0,0,1,0,0,0
Không có bảo hiểm thì vô đây bị chém đứt tay,0,0,0,0,0,0,0,0,2,0,0,0,0
"Không biết chất lượng của Y Bác sĩ như thế nào. Chứ có thằng bảo vệ ở hầm giữ xe bị điếc mọi người ạ. Mình mới đi lần đầu lại hỏi 2-3 lần lối lên bệnh viện ở đâu. Nó cắm mặt vào điện thoại không thèm trả lời. Bệnh viện Tư mà vậy đó, người ta bỏ tiền vào dùng dịch vụ chứ có phải ăn xin chúng mày đâu. 🥲",0,0,0,0,2,0,0,0,0,2,0,0,0
"Bs thoại, bs cơ, bs thao và các bạn điều dưỡng, hộ lý đã chăm sóc tận tình cho BN Phan quang tường (Cán bộ hưu trí). khảo sát cskh tên Phước qua thăm hỏi thường xuyên, ân cần xử lý kịp thời và hợp lý những nhu cầu cần thiết của BN.",0,0,0,0,0,0,1,0,0,0,0,0,0
t cho con vào khám 3 lần đều thất vọng cả 3 từ bác sỹ cho đến y công.thái độ làm việc kém.rất khó chịu đặc biệt với ai đi khám lần đầu.cơ sở vật chất xuống cấp.mọi người nên tìm hiểu kỹ trước khi bước vô đây.,2,0,0,0,0,0,2,0,0,0,0,0,0
Tôi rất hài lòng về chất lượng và đội ngủ y bsi tại khoa nha chu,0,0,0,0,1,0,0,0,0,0,0,0,0
Khuôn viên đẹp lắm,0,0,0,0,0,0,0,0,0,0,1,0,0
Chờ hơn 1 tiếng trễ giờ học của người ta,0,0,0,0,0,0,0,0,0,2,0,0,0
Phong cách phục vụ rất tệ. Xem thườg bệnh nhân.,0,0,0,0,0,0,0,0,0,0,0,2,0
Dịch vụ khá ổn,0,0,0,0,0,0,0,1,0,0,0,0,0
"Bác sĩ vô trách nhiệm, tư vấn qua loa, tranh thủ charge thêm bill là nhanh",0,0,0,0,0,0,2,0,0,0,0,0,0
"Dịch vụ tốt, nhân viên nhiệt tình, dễ thương , bác sĩ tư vấn tận tâm 😍 …",0,0,0,0,0,0,1,1,0,0,0,1,0
"Nhân viên rất là nhiệt tình, vui vẻ và lịch sự, đặc biệt là chị hương và em uyên cskh , thank mọi người đã giúp đỡ.thank all.",0,0,0,0,1,0,1,0,0,0,0,0,0
bệnh viện tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
Bệnh viện nhà wc cực kì dơ! Ám ảnh! Sợ hãi luôn! Mong không bao giờ phải vào đây nữa,0,0,0,2,0,0,0,0,0,0,0,0,0
"Ra và vào được nhóm bv hướng dẫn mặc dầu không tận tình lắm nhưng tốt hơn nhiều các bệnh viện khác,đậu xe đợi người bệnh ra,cũng đươc ưu ái 5,3 phút",0,0,0,0,1,0,0,0,0,0,0,0,0
"Công ty mình rất thường xuyên cho nhân viên tới đây khám sức khỏe . Phòng khám sạch sẽ, sang trọng. Bác sĩ dễ thương, thân thiện. Nhân viên chu đáo, nhiệt tình. Dịch vụ tốt. Nói chung trải nghiệm tuyệt vời.",1,0,0,1,0,0,1,1,0,0,0,0,0
Quá đông và an ninh hơi lỏng. Có cải thiện dịch vụ hơn trước. Món ăn căn tin chưa bằng BV trong khu vực.,0,0,0,0,0,0,0,2,0,1,0,0,0
