Review,Cơ sở vật chất#Chất lượng,Cơ sở vật chất#Khác,Cơ sở vật chất#Không gian,Cơ sở vật chất#Vệ sinh,Nhân viên y tế#Chất lượng,Nhân viên y tế#Khác,Nhân viên y tế#Thái độ,Trải nghiệm chung#Chất lượng,Trải nghiệm chung#Giá,Trải nghiệm chung#Khác,Trải nghiệm chung#Không gian,Trải nghiệm chung#Thái độ,Trải nghiệm chung#Vệ sinh
"Rất tốt nhé 😊
Bác sĩ tận tâm và vui vẽ lắm 😊
Cũng tâm lý giúp cho mình không sợ nữa 😊",0,0,0,0,0,0,1,0,0,1,0,0,0
"Có điều kiện nên khám dịch vụ,khám công cố ý làm cho đau để nhớ đời.chính mình bị.",0,0,0,0,0,0,0,0,0,2,0,0,0
"Rất tốt nhé 😊
Bác sĩ tận tâm và vui vẽ lắm 😊
Cũng tâm lý giúp cho mình không sợ nữa 😊
Cảm ơn nha em bác sĩ lầu 3 ghế số 3 🙈
Ngày 25 - 6 -2018 2:30pm ❤️",0,0,0,0,0,0,1,0,0,1,0,0,0
"Chính sách Chất lượng của Bệnh viện :

“ Tạo điều kiện tốt nhất để mọi bệnh nhân trong và ngoài nước được tiếp nhận những dịch vụ y tế răng hàm  mặt, theo đúng chuẩn nhà nước, đúng hẹn, dễ dàng thuận tiện.”",0,0,0,0,0,0,0,1,0,0,0,0,0
"Tôi đưa con khám ở khu nhi của bệnh viện. Tôi thấy bệnh viện tắc trách về trách nhiệm vì thứ tự chờ ko rỏ ràng 2 cha con tôi đợi từ sáng đến chiều mà ko dc tiếp. Có một ngừoi phụ nữ mặc áo quân đội lại dc tiếp ngay. Tôi không hiểu bệnh viện làm như vậy có công bằng ko. Khi là những bệnh nhi nhỏ tuổi mà lại vật vả chờ mà còn lại cái mối quan hệ kia tôi ko biết khi nào mới dc tới lượt cn mình.

Chào bệnh viện và những bác sĩ kia. Tôi mong bệnh viện nên điều chỉnh cách làm việc.

Gửi bệnh viện.",0,0,0,0,0,0,0,0,0,0,0,2,0
Tương đối sạch sẽ và nhanh.,0,0,0,0,0,0,0,0,0,3,0,0,0
"Dịch vụ lịch sự, rất tốt.",0,0,0,0,0,0,0,1,0,0,0,1,0
"Mình rất hài lòng khi đi chữa bệnh tại bệnh viện RHM.  Đội ngũ bác sĩ giỏi cực + thái độ hòa nhã ko cáu gắt + ưa nhìn =))),có đội ngũ nv trẻ luôn túc trực ở các điểm khác nhau nhằm giải quyết các khúc mắc cho bệnh nhân. Do mình bị bệnh khá nặng nên mình phải nhập viện 1 tuần. Mình đăng kí khám dịch vụ, bao nguyên phòng 2 giường( 600k/ giường + TV + tủ lạnh + máy lạnh + quần áo drap mới + bàn ghế + suất cháo mỗi ngày ). Tuy giá đắt hơn nhiều so với khi khám bảo hiểm nhưng bù lại ở rất thoải mái + dc lên lịch mổ ngay ngày hôm sau. Bỏ ra số tiền lớn nhưng dc khám sớm + ở khỏe + ra viện nhanh ( khoảng 3~7 ngày). Hơn nữa dù có đẩy nhanh tốc độ làm việc nhưng chất lượng vẫn vậy. Khám ở đây tuy sẽ tốn tiền lặt vặt ko ít nhưng sẽ có dc sự yên tâm tuyệt đối.",0,0,0,0,1,0,1,0,0,1,0,0,0
"Bệnh viện sạch sẽ, dịch vụ tốt",0,0,0,1,0,0,0,1,0,0,0,0,0
"BV sạch sẽ, có thang máy",0,1,0,1,0,0,0,0,0,0,0,0,0
"Bệnh viện đẹp, sạch sẽ nhưng bác sĩ làm việc thiếu trách nhiệm",0,0,1,1,0,0,1,0,0,0,0,0,0
"Đã khám và chữa ở đây 3 lần
- Lần 1 qua bảo hiểm, nhổ răng số 8. Khá hài lòng vì bác sĩ giỏi. Dù không ngơi tay vì nhiều bệnh nhân nhưng vẫn rất nhiệt tình.  Nếu nhổ qua dịch vụ là giá 1,2trđ còn có bh còn 200k thôi.
- Lần 2 qua bhiểm tiếp để chữa răng sâu thì bsĩ chữa răng sâu k cho chữa, yêu cầu nhổ. Qđịnh chữa ngoài theo dịch vụ của bviện. (Ngoài giờ hành chính cũng okie, k dùng bh)
- Lần 3 thì đau má hay răng k rõ nên đi khám. Bsi bảo k chuẩn đoán đc bệnh nên ghi giấy cho qua medicare hòa hảo siêu âm và báo mai mang giấy siêu âm quay lại. Mình đã qđịnh về.
Mong bv sẽ cải tiến có luôn phòng siêu âm trong bv để bệnh nhân đc trải nghiệm tốt nhất, tránh đi lại lòng vòng, nhiều lần. Tụi em cũng đi làm, nhiều việc nên cũng hạn chế lắm",0,0,0,0,1,0,1,0,0,0,0,0,0
"Bác sĩ tận tâm, nhiệt tình phục vụ bệnh nhân, có đạo đức nghề nghiệp hơn các Bệnh viện khác ở HCM.",0,0,0,0,0,1,1,0,0,0,0,0,0
"Lời khuyên chân thành cho những bạn nào muốn làm răng tại bệnh viện này bác sĩ làm việc như muốn làm tiền bệnh nhân khám chữa tuỷ 1.700.000đ 1răng chưa tính tiền khám và chụp X-quang, mà làm mới 2 ngày chỗ trám bị bể mình quay lại hỏi thì bảo là trám thì phải bể muốn ko bể phải bọc sứ lúc làm thì ẩu khách đông thì làm nhanh để làm đc nhiều khách đang làm răng cho mình mà ng khác vô là để mình nằm chờ rồi ra tư vấn xong vô làm lại mà trong 1 lần làm rất nhiều lần ra vào như thế hỏi sao có chất lượng đc. Bác sĩ hẹn mình ngoài giờ 11h30’ mình có mặt xong bác sĩ thấy mình nhưng vẫn để mình ngồi đợi để đi ăn trưa xong 12h15’ mới quay lại làm cho mình nói chung từ cách xử sự đến thái độ làm việc đều thiếu trách nhiệm",0,0,0,0,2,2,2,0,0,0,0,0,0
"Khuyên các bạn nên ra Nha khoa tư để khám mình nghĩ vào bệnh viện sẽ rẻ hơn, ai ngờ... Khám thì sơ xài được 1 phút là xong, lòng vòng nhiều thủ tục chưa gì mình phải tốn 210.000 cho tiền khám và chụp X quang. Vào phòng chuyên nội nha, bác sĩ là phụ nữ cũng hơi lớn tuổi bảo nhổ 4 răng cùng hết, mình nghe mà tá hoả. Vì mình chỉ bị sâu răng thôi. Bây giờ phải kêu nhổ răng khôn và răng sâu không được trám. Bạn nên biết nhổ 4 cây răng cùng thì có con bò mới chịu nổi. Xong, kêu mình ra đợi. Vào thì một anh bác sĩ trẻ tuổi khác lại khám, bảo mình sâu 3 cây trong đó 1 cây phải lấy tuỷ. Khuyên mình phải nhổ răng khôn. Rồi báo giá cho mình: 1 cây răng phải lấy tuỷ là hết 2.535.000, 2 cây răng sâu thì chỉ trám là hết 600.000. Vậy là mình phải tốn 3.135.000 cho việc trị răng sâu. Mình hẹn y tá vào ngày khác để làm. Về xem thông tin của bệnh viện đa số chê là nhiều. Mình thử tìm và tình cờ kiếm được nơi tốt là Nha khoa Đông Nam chi nhánh quận 10. Thật, vào bác sĩ bảo mình chỉ sâu 1 cây và phải lấy tuỷ thôi. Lấy tuỷ 700.000, trám và cạo vôi được ưu đãi khuyến mãi giảm 50% chỉ còn 300.000, chụp X quang free cong được tặng lịch tết. Và hơn hết, nhân viên ở đây rất chu đáo, niềm nở. Bác sĩ rất quan tâm khách hàng có đau không? Có hài lòng không? Và rất may mình đã không đâm đầu vào Bệnh viên răng hàm mặt làm tiền đến vậy!",0,2,0,0,0,0,1,2,0,0,0,0,0
"chổ nào thiết bị cũng khá ok, yên tâm",1,1,0,0,0,0,0,0,0,0,0,0,0
"Đi khám bác sĩ k tư vấn tốt.bệnh nhân bị tiện cổ chân răng phải xử lý ntn? Bác sĩ nói k sao!!di khám mất mấy trăm mà k dc gi,cả tư vấn cũng k dc!!",0,0,0,0,0,2,0,0,0,0,0,0,0
"có bhyt vẫn kh đc sử dụng, trong khi lúc đầu nói sd đc",0,0,0,0,0,0,0,0,0,2,0,0,0
"Bác sĩ ở đây có những vị rất tài giỏi. Chữa bệnh có hiệu quả. Nhưng cũng có vị thì kém trách nhiệm, vì vậy cũng có rủi ro nhưng không nhiều. Nếu bệnh viện này giảm bớt biên chế những người kém và thiếu trách nhiệm, giữ những người giỏi tăng lương cho họ thì chữa răng ở đây là tuyệt vời. Tôi đã chữa ở đây 4 lần, chỉ gặp có 1 vị kém... 3 vị kia giỏi.",0,0,0,0,1,0,2,2,0,0,0,0,0
"Mình nhổ răng khôn ở đây cho yên tâm. Có người hướng dẫn từng bước nên cũng đỡ lúng túng.
Răng khôn tầm 1tr5 1 cái, nhổ có thuốc tê nên lúc nhổ không đau lắm.",0,0,0,0,0,0,0,0,0,1,0,0,0
"Tôi vừa trồng implant ở đây.Tôi được bác sĩ Thảo trực tiếp trồng răng cho rất tốt,bác rất ân cần và chu đáo với bệnh nhân,về chất lượng thi hoàn toàn yên tâm.Tôi rất biết ơn bác sĩ Thảo và các cô y tá ở đó.",0,0,0,0,0,1,1,0,0,0,0,0,0
Rất thân thiện. Phục vụ rất tốt 👍👍👍👍,0,0,0,0,0,0,0,1,0,1,0,0,0
Phục vụ khá tốt,0,0,0,0,0,0,0,1,0,0,0,0,0
Bệnh viện j đi một lần kg muốn đi lần hai . đi khám lên cho ngồi chờ đã đời mình đi trước ngồi đợi tới nỗi người đi sau mà cũng vô trước bệnh viện làm việc kg có thứ tự trước sau j hít.,0,0,0,0,0,0,0,0,0,2,0,0,0
"Vô cùng tuyệt vời, giảm ê buốt, ko đau 😎😎😎😎😎",0,0,0,0,0,0,0,0,0,1,0,0,0
"Cơ sở hiện đại, bác sĩ nhiệt tình",0,0,1,0,0,0,1,0,0,0,0,0,0
"bác sĩ làm rất bạo lực .. mạnh tay ... ko dám nhổ răng ở đây nữa.
mắc tiền chứ đâu có phải rẻ. Biết là đông làm cho lẹ cũng ko nên mạnh tay như zậy...",0,0,0,0,0,0,2,0,2,0,0,0,0
"Khổ lắm,hôm đó tôi đến khám vì răng bị đau, bsĐặng cho đi chụp hình về nói răng 33,34 bị nhiễm trung, mình thì ko thấy răng 33 bị đau gì cả, luc đó mình nge nói 33,34 la răng nào cũng ko biet, thế là hẹn bs Đức mổ .đến lúc mình tới bs Đặng nói bs Đức răng 33 mổ,kêu lên giường năm, mổ răng 33, xong bs Đặng chích thuốc tê, đến luợt bs Đức đến, lấy đồ ngề mô,bs ko hề thử lại xem cái răng  mình cái nào đau, hay thế nào mới mổ cho nguời ta,kết cuộc mình về ,cai răng đau ko mộ,lai mổ răng ko đau,gio về nhà ôm hận ,không biết nói sao với 2 vị bs này luôn,minh tức lắm.Thât ra 3 tháng truớc mình có đến mổ chóp 1 lần,do bs Đại mổ cho,thấy tôt lằm,minh lấy hình đưa bs xem, xong kêu nằm lên giường, bs mới đè vô fần răng hỏi đau ko,ấn mạnh, hỏi 2,3 lần, sau đo mới kêu uống thuốc giảm đau, ngồi đợi mổ,minh thấy rất an tâm,vi bv có bs Đại mới đến lần 2, ai ngơ,giơ ôm cái răng đau tiếp,bun nãn cái bv đó,nhưng bs Đại thường đi công tác xa, giờ răng mình đau chóp răng ko biết đi đâu? Ở vn mình thật ko lẽ ko còn bv nào để chữa chóp răng sao? Mà bv này gặp bs ẩu như vậy khổ thêm",0,0,0,0,2,0,0,0,0,0,0,0,0
Dịch vụ tốt,0,0,0,0,0,0,0,1,0,0,0,0,0
"Mình làm ở khoa kỹ thuật cao 2, là khoa dịch vụ rồi. Tuy giá cao nhưng chất lượng dịch vụ ko tương xứng với giá tiền. Nếu ai muốn làm nhanh thì đừng vào đây, lịch hẹn nha sĩ ko hợp lý vì còn phải chừa giờ trống để nhận bệnh mới để có thu nhập từ ng mới. Tay nghề bs ko đồng nhất. Răng j vô hư hại nhẹ cũng đòi lấy tuỷ chứ ko trám nhẹ, hoặc kiểm tra kĩ, hoặc hd bệnh nhân pp kiểm tra tại nhà để chắc tuỷ đã chết cần phải lấy như chỗ khác. Mình thật lòng khuyên bạn nếu muốn làm dvu với tay nghề cao, nên ghé khoa rhm của đh y ở 652 Nguyễn trãi, phòng dịch vụ do giáo sư đh chữa trị. Sau khi làm ở rhm thđ rồi ghé đây, mình mới phát hiện giá gần như rẻ phân nửa so với dvu bên thđ. Và dịch vụ do câc gsu làm rất tốt nữa. YOU JUST COME HERE WHENEVER U WANT UR APPOINTMENT KEEP U FOREVER. AND GOT THE SUGGESTION FOR NO NEEDED SERVICE FOR EXTRA MONEY.",0,0,0,0,0,0,0,0,2,2,0,0,0
"Giá khám chửa răng rất cao chắc BV dành cho người giàu , có phải giá của nhà nước quy định hay không?
BV RHM trung ương giá lại rẻ hơn.",0,0,0,0,0,0,0,0,2,0,0,0,0
"Hom nay em toi co di kham nho rang tai Benh Vien, nhung toi cam thay doi ngu nhan vien o day lam viec thieu chuyen nghiep, thieu trach nhiem. Xuat hoa don thi xuat thieu thong tin dia chi trong khi thong tin em toi dua ra la chinh xac, den ket qua thi dua nham cua nguoi khac cho em toi, vay ma khi dien thoai de hoi nho gui lai ho so benh cua em toi thi bao la phai quay lai toi noi gap bac si chu benh vien khong ho tro, toi vi du nhu nha benh nhan o tu mien trung vao kham chua benh thi sao, ho cung phai quay lai tan noi ah???? nhan vien tra loi mot cach thieu trach nhiem, ket qua va ho so nham lan vay ai se dam bao la khong nham lan benh va thuoc????",0,0,0,0,0,0,2,0,0,0,0,0,0
Địa điểm khám chữa bệnh tin cậy,0,0,0,0,0,0,0,0,0,1,0,0,0
"chuyên nghiệp, tận tâm",0,0,0,0,0,0,0,0,0,1,0,0,0
"bệnh viện sạch đẹp, bác sĩ nhiệt tình. Rất tận tâm. Tôi được bác sĩ Hiển tư vấn và khám điều trị thấy rất ổn. Ở thành phố HCM rất ít có bệnh viện chuyên khoa với nhiều bác sĩ giỏi chuyên môn được điều trị tốt như ở đây.  Khâu vô trùng tôi thấy tuyệt đối sạch sẽ, trang thiết bị nha khoa được trang bị đầy đũ.",0,1,1,1,1,0,1,0,0,0,0,0,0
chuc mung. chúc mừng,0,0,0,0,0,0,0,0,0,1,0,0,0
"Rộng rãi, sạch sẽ, khám nhanh, ít quá tải.",0,0,0,0,0,0,0,0,0,1,0,0,0
"Bệnh viện răng hàm mặt chuyên khoa của TpHCM. Có nhiều bác sỹ giỏi, bị bệnh liên quan nên đến đây",0,0,0,0,1,0,0,0,0,0,0,0,0
"Sạch sẽ, giá cả hợp lý, dv được",0,0,0,0,0,0,0,1,1,0,0,0,1
"đi 1lần ko dám vào lần 2. chờ gần 2tiếng ,vào phòng nhổ và trám răng...trám răng j mà vừa ra khỏi cổng đã rớt ra mất rồi, còn nhổ răng thì khỏi nói luôn...nhổ j mà giống bẽ răng con j á . mà làm muốn banh cái miệng con mình luôn vậy .về nhà coi trời ơi trày 2 lổ trong miệng luôn. nói chung là sợ😡😡",0,0,0,0,0,0,0,0,0,2,0,0,0
chất lượng khá tốt,0,0,0,0,0,0,0,1,0,0,0,0,0
quá tốt,0,0,0,0,0,0,0,0,0,1,0,0,0
"Cơ sở vật chất cần phải cải thiện, đổi mới",0,2,0,0,0,0,0,0,0,0,0,0,0
"Minh vo day de nho vai cai rang. Khoa nha chu co bs Mai, trưởng khoa, kham va chua benh thay rat tan tinh, chu dao, minh rat hai long.
Den khi qua khoa cong nghe cao, duoc cac bs o day chi dinh di nho rang, gia 300k cho rang ngoai va 600k cho rang phía trong (nhung trưong hop kho, co the len den 2tr) minh hoi phan van vi gia co ve mac hon Ben ngoai. Co ban nao tung nho rang o day, co the cho minh biet gia nhu vay la co hop ly ko a? Cam on moi nguoi",0,0,0,0,0,0,1,0,0,0,0,0,0
Phục vụ ổn,0,0,0,0,0,0,0,1,0,0,0,0,0
"Sạch sẽ, thoáng mát, thái độ vui vẻ.",0,0,0,0,0,0,0,0,0,1,0,1,0
"Chất lượng khám bệnh nhanh, khâu giữ xe thấy mệt.",0,0,0,0,0,0,0,0,0,2,0,0,0
Cơ sở điều trị uy tín.,0,0,0,0,0,0,0,0,0,1,0,0,0
Mình ghét bệnh viện nhưng ai cũng biết ở đây dịch vụ rất tốt!,0,0,0,0,0,0,0,1,0,0,0,0,0
Giá ở đây khá cao. Nếu tiết kiệm hơn có thể qua bv răng hàm mặt trung ương,0,0,0,0,0,0,0,0,2,0,0,0,0
đánh giá tốt,0,0,0,0,0,0,0,1,0,0,0,0,0
Dịch vụ tốt,0,0,0,0,0,0,0,1,0,0,0,0,0
"Bệnh viện vô cùng sạch sẽ, dịch vụ tốt, cơ mà đồ ăn trong căn tin không được ngon cho lắm.",0,0,0,1,0,0,0,1,0,3,0,0,0
Bệnh viện đã cải thiện dịch vụ rất nhiều,0,0,0,0,0,0,0,0,0,1,0,0,0
Dịch vụ tốt,0,0,0,0,0,0,0,1,0,0,0,0,0
Dịch vụ tốt,0,0,0,0,0,0,0,1,0,0,0,0,0
Bệnh viện đẹp sạch sẽ,0,0,1,1,0,0,0,0,0,0,0,0,0
Bác sĩ tỉnh táo và rất đẹp trai,0,0,0,0,0,1,0,0,0,0,0,0,0
"Dịch vụ chuyên nghiệp, nhanh gọn, hướng dẫn tận tình.
Đóng tiền khám 1 lần, nếu có chuyển khoa khám cũng không thu thêm",0,0,0,0,0,0,0,1,0,0,0,1,0
"Khoa tiểu phẩu ở bv này toàn giao cho bs thực tập và bs mới vào nghề làm mà ko báo trước trước cho bệnh nhân ( trước khi làm bệnh nhân có hỏi ) , bsĩ mới vừa làm vừa nghe bsĩ cũ hướng dẫn làm bấy nhầy cái miệng bệnh nhân, tới khi làm xong biết là bs thực tập làm thì đã quá muộn ,ko 1 lời xl ,ko 1 lời giải thích luôn @.@",0,0,0,0,0,2,0,0,0,0,0,0,0
"Đừng khám răng ở đây, chủ yếu khám cho mấy người có bảo hiểm nên đợi lâu mà mắc, đánh vôi/trám: 350k/cái",0,0,0,0,0,0,0,0,2,0,0,0,0
Ở đây gửi xe hơi cực chút.,0,0,0,0,0,0,0,0,0,2,0,0,0
Bác sĩ lịch sự và nhã nhặn.,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tận tâm, chu đáo cực kì",0,0,0,0,0,0,0,0,0,1,0,0,0
"Mình thích ở đây vì bác sĩ nhẹ nhàng,chuyên môn tốt, thích bên chỉnh hình chuyên môn tốt, nhất là bác sĩ Yến, nhẹ nhàng làm cho mình giảm bớt căng thẳng khi nhổ răng cấm, còn bên khoa nha chu bác sĩ Thư thì thái độ không tốt lắm, nói khó nghe ,khó chịu ,đang làm cho mình mà còn nói với ra mời khách hàng cứ như là bán hàng ở ngoài chợ làm mình không yên tâm gì hết, rất bực mình.",0,0,0,0,1,0,1,0,0,0,0,0,0
Tạm được,0,0,0,0,0,0,0,0,0,3,0,0,0
"Không được như những gì mọi người vẫn bình luận , đợi rất lâu trong khi bác sĩ thì ngồi chơi máy điện thoại , còn bác sĩ thì thiếu hiểu biết nhiều !",0,0,0,0,0,2,0,0,0,2,0,0,0
"Mẹ tôi đã được chuyển viện vào đây và có hai Bs đã nắn hàm thái dương bi trượt cho bà. Họ làm việc nhanh, gọn, tốt , giỏi. Thái độ tận tâm , nhiệt tình, vui vẻ và chu đáo. Đây là tấm gương cần phát huy và mọi người nên học tập noi theo. Thật đáng khen và biểu dương hai gương sáng có tinh thần y Đức tuyệt vời
Xã hội thời nay hơi bị hiếm",0,0,0,0,0,0,1,0,0,0,0,0,0
Thích bác sĩ ở đây lắm biết làm cho bệnh nhân bớt sợ hãi khi phẫu thuật. Hồi thứ 7 mình có ghé bệnh viện phẩu thuật dịch vụ khá tốt ân cần :),0,0,0,0,0,0,0,1,0,0,0,1,0
"Địa chỉ cụ thể, rõ ràng. Bệnh viện răng- hàm-  mặt phục vụ bệnh  nhân tận tình, cơ sở vật chất tốt. Tôi đã đến đây. checkin",1,0,0,0,0,0,0,0,0,1,0,1,0
Bệnh viện răng hàm mặt tốt nhất TP. HCM. Ca khó ở nơi khác bó tay qua đây làm được hết. Dịch vụ tốt,1,0,0,0,0,0,0,1,0,0,0,0,0
chị Tuyền (lầu 7) hướng dẫn trước mổ rất chu đáo ạ,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bác sĩ, ý tá dễ thương mà mấy người làm hồ sơ rất thấy ghét nha. Để ngta đợi lâu mà k làm hồ sơ",0,0,0,0,0,0,1,0,0,1,0,0,0
Rất kém,0,0,0,0,0,0,0,0,0,2,0,0,0
"2 tuần trước, mẹ em đi trám răng tại bv. Bao lâu nay trám ở đây, tin tưởng vào sự uy tín và năng lực của một bv công có tiếng ko ngờ lần này quá thất vọng!!!

Mẹ e trám dịch vụ bao năm rồi, lần này thái độ và cách lm việc của bs quá tệ!!! Lúc trám răng chỉ lo nói chuyện với y tá, nói về việc nghỉ để học hay nghỉ luôn vì đấy, chẳng lẽ vì vậy nên giờ lm ẩu ư?

Bs có bảo mẹ nghi bị sâu ăn tủy nên sẽ ktra, nếu ko có thì trám luôn. Lúc trám thì trám dư trám thiếu đến nỗi bị y tá cười bảo:"" mài cho cố rồi bị thiếu"". Mẹ em lúc ấy bị đau mà đang trám ko thể nói được, trán bnh lần rồi mà chỉ lần này là đau buốt ko chịu được!

Sau khi trám về mẹ em đau nhức ko ngủ nổi nên đi khám lại, bs bảo uống panadol rồi theo dõi thêm. Đau mãi đến cả tuần thì lúc đi ktra do mẹ chỉ thăm khám nên nhân viên coi hồ sơ rồi bảo mẹ chờ đến tận trưa. Vừa gặp bs nói về tình trạng của mình thì bs bảo qua bên khoa khác khám (đóng 1tr6 nữa r chữa) ở đây trám xong là hết trách nhiệm xong chưa kịp để mẹ em nói thêm gì bs đấy phất áo bỏ đi luôn?!! Bs gấp nghỉ trưa đến nỗi bỏ bê bệnh nhân ư?

Sẽ chẳng có gì nếu mới đầu bs ko có nói nghi mẹ e bị tủy nên sẽ ktra, nếu ko có sẽ trám. Bây giờ mẹ e bị đau răng như vậy, bs lại ko nói gì thêm thì có vô trách nhiệm quá ko? Nếu thật sự bị tủy thì chính bs đó phải là người chỉ dẫn hay chữa cho mẹ ngay từ đầu chứ? Bây giờ mẹ e vừa nói bị đau răng sau trám thì lại bảo qua khu khác chữa rồi đi mà ko giải thích gì thêm là sao?

Thái độ lm việc và sự thờ ơ như vậy có đáng với sự tin cậy mà bệnh nhân bỏ ra ko?

Mẹ e từng xuýt chết trên bàn làm răng nên đối với răng hàm mặt bà luôn coi trọng. Bao năm chọn bv RHM q5 vì chất lượng mà giờ trả lại mẹ em cơn đau vô lý này là sao?",0,1,0,0,2,0,2,0,0,0,0,0,0
"Bác sĩ ở khoa khám bệnh răng miệng rất dễ thương và nhiệt tình, mình làm khí cụ chống nghiến được các bsi tư vấn kĩ và điều chỉnh phù hợp",0,0,0,0,1,0,1,0,0,0,0,0,0
Tốt nhất khuyên các bạn có tiền hãy đi tư nhân vô bệnh viện công thủ tục thì lằng nhằng nhiều khi tiền khám còn hơn tiền bên tư nhân,0,0,0,0,0,0,0,0,0,2,0,0,0
Ok làm ko đau,0,0,0,0,0,0,0,0,0,1,0,0,0
cảm ơn bác sĩ và ekip mổ ạ 🎉,0,0,0,0,0,1,0,0,0,0,0,0,0
Cảm ơn bác sĩ huy và ekip,0,0,0,0,0,1,0,0,0,0,0,0,0
"Giá nhổ răng lêch phải khoan cắt là 1980k, răng mọc thẳng chỉ 550k. Mình nhổ 1 răng mọc thẳng, 1 răng mọc lệch mà bị tính tiền 2 răng mọc lệch. mình hỏi lại thì chối kêu mọc thẳng nhưng chưa nhô ra. Không có bảng giá rõ ràng, nhân viên tính sao phải chịu vậy. Xong h 2 ngày rồi vẫn sưng.",0,0,0,0,0,0,0,0,0,2,0,0,0
Phòng 7 lầu 8 máy lạnh k lạnh,0,2,0,0,0,0,0,0,0,0,0,0,0
"Gia đình xin chân thành cảm ơn đội ngũ y bs của bv đã tân tình điều trị cho mẹ em khỏe mạnh. Các y bs ở bện viện rất nhiệt tình và tận tâm với bệnh nhân cũng như người nhà. Em xin phép góp ý nhỏ xíu ạ: quy định của bv là có 1 người nuôi và bảo vệ làm rất tốt việc đảm bảo an ninh trật tự nhằm bảo vệ cho bệnh nhân cũng như thân nhân. Tuy nhiên cũng có thể du di linh động giải quyết một vài trường hợp cần phải có 2 người nhà nuôi ạ ( có lúc các anh nghiêm khắc và dữ dằn quá ạ), thêm cái nữa là máy lạnh phòng 7, tầng 8 quá nóng ạ, rất mong bv xem xét sửa chữa lại ạ. E xị chân thành cảm ơn.",0,0,0,0,0,0,1,0,0,0,0,0,0
da tung kham rang o day va rat hai long ve dich vu cho nay bs tang tinh dieu duong cham soc nhiet tinh,0,0,0,0,0,0,1,0,0,0,0,0,0
"Chỗ này hình như không nhận BHYT nên vắng người, sạch sẽ. Thái độ nhân viên, bác sĩ  ân cần, dễ thương, làm việc nhanh gọn nhưng mà hơi tốn tiền giống như BV tư vậy. Chỉ nên khám thôi chứ trám răng mình khuyên nên ra tư nhân vì nó rẻ hơn tầm 300-400k/ răng.",0,0,0,0,0,0,1,0,0,0,0,0,0
"Trải nghiệm rất tốt

Mình vừa đi nhổ răng khôn ở đây và nhìn chung đây là 1 trải nghiệm rất ổn áp.

Thứ nhất, về bác sĩ nhổ răng (lúc sáng mình quên hỏi mất bác tên gì nhưng hình như bác tên Huy). Bác sĩ rất tận tâm luôn ạ, check thông tin kỹ càng trước khi nhổ. Bên cạnh đó mình cũng hơi sợ nên không nghe rõ lắm những gì bác nói và có hỏi lại để xác nhận vài lần thì bác cũng rất kiên nhẫn giải thích lại giúp mình. Bác nhổ rất êm luôn ạ, cỡ 20p là xong bao gồm luôn cả thời gian gây tê. Do nhổ lần đầu nên mình hơi run bác cũng trấn an giúp và cho mình biết từng giai đoạn sẽ cảm thấy như thế nào. Và đúng y sì những gì bác nói thì khi tiêm tê chỉ như kiến cắn và khi nhổ răng ra thì chỉ hơi buốt trong quá trình ấy thôi. Sau khi nhổ xong thì bác cũng dặn dò kỹ lưỡng sau khi nhổ nên và không nên làm gì. Thêm một điểm cộng rấy lớn là, trộm vía bác nhổ êm nên sáng nhổ thì chiều mình không còn cảm giác đau luôn, thật sự giống như là chưa hề nhổ ra luôn ấy (dù mình nghe có nhiều người review nhổ răng khôn có thể đau đến 2-3 ngày).

Thứ hai là về các khâu khác liên quan, mình đã xem qua vài nha khoa nhưng vẫn quyết định đi RHM TW vì dù sao đây cũng là tuyến đầu về RHM ở thành phố rồi. Dù là bệnh viện công nhưng chất lượng phục vụ ở khoa Điều trị Kỹ thuật cao nằm ngoài mong đợi của mình. Từ xet nghiệm máu, đóng tiền, nhận bệnh cho đến các chú bảo vệ ai cũng rất nhiệt tình và tận tâm với bệnh nhân. Ngoài trừ việc hơi đông thì phải đợi đến lượt thì nhìn chung chất lượng phục vụ của bệnh viện rất tuyệt vời so với các bệnh viện khác. Và hơn cả thì giá cả cũng phải chăng do mình nhổ 1 răng và răng mình còn nằm ngang thid cũng chỉ tốn 2 triệu (giá còn có vẻ thấp hơn một số phòng khám bên ngoài).

Tóm lại, mình nghĩ nhổ răng khôn ở khu Điều trị kỹ thuật cao là một trải nghiệm tốt vừa đáng tiền vừa đảm bảo cho sức khỏe của mình. Và mình cũng xin cảm ơn bác Huy vì bác nhổ rất êm luôn và hầu như vết thương không đau, chảy máu nhiều nữa.",0,0,0,0,0,0,1,1,0,1,0,0,0
"bác sĩ hoàng khoa nhổ răng tiểu phẫu khu C lầu 1
em thấy rất tốt",0,0,0,0,1,0,0,0,0,0,0,0,0
"Chị Tuyền khoa vi phẫu tư vấn tận tình vui vẻ, giải đáp thắc mắc cụ thể rõ ràng, chăm sóc nhiệt tình.",0,0,0,0,0,0,0,0,0,1,0,1,0
"Thủ tục xuất viện nhanh chóng, cảm ơn chị Tuyền ( khoa vi phẫu ) đã hỗ trợ em làm thủ tục nhanh chóng vì nhà em dứoi quê",0,0,0,0,0,0,0,0,0,1,0,0,0
Thật tuyệt vời. Khoa nha Chu,0,0,0,0,0,0,0,0,0,1,0,0,0
